Sample in Buffer,Sample in Window,TRIGGER,adc2_data_b_d0[11:0],adc2_data_a_d0[11:0]
419,419,0,4095,2049
420,420,0,4064,2049
421,421,0,3818,2049
422,422,0,3427,2049
423,423,0,2923,2049
424,424,0,2346,2049
425,425,0,1745,2049
426,426,0,1169,2049
427,427,0,666,2049
428,428,0,273,2049
429,429,0,28,2049
430,430,0,0,2049
431,431,0,40,2049
432,432,0,298,2049
433,433,0,698,2049
434,434,0,1209,2050
435,435,0,1789,2049
436,436,0,2390,2049
437,437,0,2963,2050
438,438,0,3460,2049
439,439,0,3842,2049
440,440,0,4075,2049
441,441,0,4095,2049
442,442,0,4037,2050
443,443,0,3770,2049
444,444,0,3360,2050
445,445,0,2842,2049
446,446,0,2259,2048
447,447,0,1659,2049
448,448,0,1089,2049
449,449,0,599,2049
450,450,0,228,2049
451,451,0,6,2049
452,452,0,0,2049
453,453,0,67,2049
454,454,0,347,2049
455,455,0,766,2049
456,456,0,1290,2049
457,457,0,1876,2049
458,458,0,2477,2049
459,459,0,3041,2049
460,460,0,3523,2050
461,461,0,3886,2049
462,462,0,4095,2049
463,463,0,4095,2049
464,464,0,4008,2049
465,465,0,3718,2049
466,466,0,3290,2049
467,467,0,2760,2049
468,468,0,2171,2049
469,469,0,1572,2048
470,470,0,1011,2049
471,471,0,536,2049
472,472,0,185,2049
473,473,0,0,2049
474,474,0,0,2049
475,475,0,99,2050
476,476,0,401,2049
477,477,0,838,2049
478,478,0,1373,2049
479,479,0,1964,2050
480,480,0,2563,2049
481,481,0,3118,2049
482,482,0,3586,2049
483,483,0,3927,2050
484,484,0,4095,2049
485,485,0,4095,2049
486,486,0,3975,2049
487,487,0,3663,2050
488,488,0,3217,2050
489,489,0,2676,2049
490,490,0,2082,2050
491,491,0,1486,2050
492,492,0,936,2049
493,493,0,476,2049
494,494,0,146,2049
495,495,0,0,2049
496,496,0,0,2049
497,497,0,133,2050
498,498,0,457,2050
499,499,0,911,2049
500,500,0,1458,2049
501,501,0,2054,2050
502,502,0,2648,2050
503,503,0,3193,2049
504,504,0,3644,2049
505,505,0,3964,2050
506,506,0,4095,2049
507,507,0,4095,2049
508,508,0,3940,2049
509,509,0,3605,2049
510,510,0,3143,2049
511,511,0,2591,2049
512,512,0,1994,2049
513,513,0,1401,2050
514,514,0,862,2049
515,515,0,419,2049
516,516,0,110,2050
517,517,0,0,2049
518,518,0,0,2049
519,519,0,172,2049
520,520,0,517,2049
521,521,0,987,2050
522,522,0,1543,2049
523,523,0,2142,2049
524,524,0,2732,2050
525,525,0,3267,2049
526,526,0,3700,2049
527,527,0,3998,2050
528,528,0,4095,2049
529,529,0,4095,2049
530,530,0,3899,2048
531,531,0,3544,2050
532,532,0,3066,2050
533,533,0,2505,2049
534,534,0,1905,2049
535,535,0,1318,2049
536,536,0,789,2050
537,537,0,364,2050
538,538,0,78,2049
539,539,0,0,2050
540,540,0,0,2050
541,541,0,214,2050
542,542,0,578,2049
543,543,0,1064,2049
544,544,0,1630,2049
545,545,0,2230,2049
546,546,0,2815,2049
547,547,0,3337,2049
548,548,0,3754,2048
549,549,0,4028,2049
550,550,0,4095,2050
551,551,0,4082,2049
552,552,0,3856,2049
553,553,0,3480,2049
554,554,0,2988,2050
555,555,0,2419,2049
556,556,0,1818,2049
557,557,0,1235,2049
558,558,0,720,2049
559,559,0,314,2049
560,560,0,49,2049
561,561,0,0,2050
562,562,0,20,2049
563,563,0,258,2050
564,564,0,643,2049
565,565,0,1144,2048
566,566,0,1717,2049
567,567,0,2318,2049
568,568,0,2897,2049
569,569,0,3405,2050
570,570,0,3803,2049
571,571,0,4055,2049
572,572,0,4095,2049
573,573,0,4059,2049
574,574,0,3809,2049
575,575,0,3415,2049
576,576,0,2908,2049
577,577,0,2330,2049
578,578,0,1729,2049
579,579,0,1154,2049
580,580,0,653,2049
581,581,0,265,2049
582,582,0,24,2049
583,583,0,0,2050
584,584,0,45,2050
585,585,0,307,2049
586,586,0,710,2049
587,587,0,1224,2049
588,588,0,1805,2049
589,589,0,2406,2049
590,590,0,2976,2049
591,591,0,3472,2049
592,592,0,3850,2048
593,593,0,4080,2050
594,594,0,4095,2050
595,595,0,4032,2049
596,596,0,3759,2049
597,597,0,3347,2049
598,598,0,2827,2049
599,599,0,2242,2049
600,600,0,1642,2050
601,601,0,1076,2049
602,602,0,587,2049
603,603,0,220,2049
604,604,0,2,2048
605,605,0,0,2049
606,606,0,73,2049
607,607,0,357,2049
608,608,0,780,2049
609,609,0,1306,2049
610,610,0,1893,2049
611,611,0,2493,2049
612,612,0,3056,2049
613,613,0,3536,2049
614,614,0,3894,2050
615,615,0,4095,2049
616,616,0,4095,2049
617,617,0,4002,2049
618,618,0,3708,2050
619,619,0,3276,2049
620,620,0,2744,2049
621,621,0,2154,2049
622,622,0,1555,2050
623,623,0,997,2050
624,624,0,526,2049
625,625,0,178,2049
626,626,0,0,2049
627,627,0,0,2050
628,628,0,105,2049
629,629,0,411,2050
630,630,0,851,2049
631,631,0,1389,2050
632,632,0,1981,2049
633,633,0,2578,2049
634,634,0,3132,2049
635,635,0,3597,2049
636,636,0,3934,2049
637,637,0,4095,2049
638,638,0,4095,2049
639,639,0,3969,2050
640,640,0,3652,2049
641,641,0,3203,2049
642,642,0,2659,2049
643,643,0,2065,2050
644,644,0,1470,2049
645,645,0,922,2050
646,646,0,466,2049
647,647,0,139,2049
648,648,0,0,2049
649,649,0,0,2049
650,650,0,141,2049
651,651,0,469,2049
652,652,0,925,2049
653,653,0,1475,2049
654,654,0,2070,2049
655,655,0,2664,2049
656,656,0,3207,2049
657,657,0,3655,2050
658,658,0,3971,2050
659,659,0,4095,2050
660,660,0,4095,2050
661,661,0,3932,2049
662,662,0,3593,2049
663,663,0,3129,2049
664,664,0,2575,2049
665,665,0,1977,2049
666,666,0,1386,2049
667,667,0,848,2050
668,668,0,409,2049
669,669,0,104,2049
670,670,0,0,2050
671,671,0,0,2049
672,672,0,179,2049
673,673,0,528,2049
674,674,0,1001,2049
675,675,0,1560,2049
676,676,0,2158,2049
677,677,0,2747,2049
678,678,0,3279,2049
679,679,0,3710,2049
680,680,0,4005,2050
681,681,0,4095,2050
682,682,0,4095,2049
683,683,0,3892,2049
684,684,0,3533,2049
685,685,0,3051,2049
686,686,0,2488,2049
687,687,0,1889,2049
688,688,0,1302,2049
689,689,0,776,2050
690,690,0,355,2049
691,691,0,72,2050
692,692,0,0,2050
693,693,0,3,2049
694,694,0,222,2049
695,695,0,590,2049
696,696,0,1078,2049
697,697,0,1646,2049
698,698,0,2247,2049
699,699,0,2830,2049
700,700,0,3350,2049
701,701,0,3763,2049
702,702,0,4034,2050
703,703,0,4095,2049
704,704,0,4078,2049
705,705,0,3847,2050
706,706,0,3469,2049
707,707,0,2973,2049
708,708,0,2402,2049
709,709,0,1800,2049
710,710,0,1219,2049
711,711,0,707,2049
712,712,0,304,2050
713,713,0,44,2049
714,714,0,0,2050
715,715,0,24,2049
716,716,0,268,2049
717,717,0,656,2049
718,718,0,1158,2049
719,719,0,1734,2049
720,720,0,2335,2050
721,721,0,2912,2049
722,722,0,3419,2049
723,723,0,3812,2049
724,724,0,4061,2049
725,725,0,4095,2049
726,726,0,4055,2049
727,727,0,3801,2049
728,728,0,3402,2049
729,729,0,2892,2050
730,730,0,2313,2049
731,731,0,1712,2048
732,732,0,1139,2049
733,733,0,639,2048
734,734,0,256,2048
735,735,0,19,2050
736,736,0,0,2049
737,737,0,50,2049
738,738,0,316,2049
739,739,0,724,2049
740,740,0,1239,2049
741,741,0,1822,2049
742,742,0,2422,2049
743,743,0,2992,2049
744,744,0,3484,2049
745,745,0,3859,2050
746,746,0,4084,2049
747,747,0,4095,2049
748,748,0,4028,2049
749,749,0,3750,2049
750,750,0,3333,2050
751,751,0,2811,2049
752,752,0,2226,2050
753,753,0,1626,2049
754,754,0,1060,2049
755,755,0,575,2050
756,756,0,212,2049
757,757,0,0,2049
758,758,0,0,2049
759,759,0,79,2049
760,760,0,367,2049
761,761,0,793,2049
762,762,0,1321,2049
763,763,0,1909,2049
764,764,0,2509,2049
765,765,0,3070,2049
766,766,0,3547,2049
767,767,0,3902,2049
768,768,0,4095,2049
769,769,0,4095,2049
770,770,0,3997,2049
771,771,0,3697,2049
772,772,0,3263,2048
773,773,0,2728,2049
774,774,0,2138,2050
775,775,0,1540,2049
776,776,0,983,2049
777,777,0,514,2049
778,778,0,170,2049
779,779,0,0,2049
780,780,0,0,2050
781,781,0,111,2048
782,782,0,422,2049
783,783,0,865,2049
784,784,0,1405,2049
785,785,0,1999,2050
786,786,0,2594,2049
787,787,0,3146,2050
788,788,0,3608,2049
789,789,0,3941,2049
790,790,0,4095,2049
791,791,0,4095,2049
792,792,0,3962,2050
793,793,0,3640,2049
794,794,0,3189,2049
795,795,0,2644,2049
796,796,0,2048,2050
797,797,0,1453,2049
798,798,0,907,2048
799,799,0,454,2049
800,800,0,132,2050
801,801,0,0,2049
802,802,0,0,2049
803,803,0,148,2049
804,804,0,478,2050
805,805,0,939,2049
806,806,0,1490,2049
807,807,0,2086,2050
808,808,0,2680,2049
809,809,0,3222,2049
810,810,0,3666,2050
811,811,0,3977,2049
812,812,0,4095,2049
813,813,0,4095,2050
814,814,0,3924,2049
815,815,0,3582,2049
816,816,0,3114,2050
817,817,0,2558,2049
818,818,0,1961,2049
819,819,0,1370,2049
820,820,0,834,2049
821,821,0,398,2049
822,822,0,97,2049
823,823,0,0,2049
824,824,0,0,2050
825,825,0,188,2049
826,826,0,540,2048
827,827,0,1015,2049
828,828,0,1575,2049
829,829,0,2175,2049
830,830,0,2764,2049
831,831,0,3293,2049
832,832,0,3721,2049
833,833,0,4011,2049
834,834,0,4095,2050
835,835,0,4095,2049
836,836,0,3884,2049
837,837,0,3521,2049
838,838,0,3037,2049
839,839,0,2472,2049
840,840,0,1872,2049
841,841,0,1286,2049
842,842,0,762,2050
843,843,0,345,2049
844,844,0,67,2049
845,845,0,0,2049
846,846,0,6,2049
847,847,0,230,2049
848,848,0,603,2049
849,849,0,1093,2049
850,850,0,1662,2049
851,851,0,2263,2049
852,852,0,2846,2049
853,853,0,3363,2049
854,854,0,3772,2049
855,855,0,4039,2049
856,856,0,4095,2049
857,857,0,4074,2049
858,858,0,3838,2049
859,859,0,3456,2049
860,860,0,2958,2050
861,861,0,2384,2049
862,862,0,1784,2049
863,863,0,1204,2049
864,864,0,694,2050
865,865,0,295,2049
866,866,0,39,2050
867,867,0,0,2049
868,868,0,29,2049
869,869,0,276,2049
870,870,0,668,2049
871,871,0,1173,2049
872,872,0,1750,2049
873,873,0,2351,2048
874,874,0,2928,2049
875,875,0,3432,2050
876,876,0,3821,2049
877,877,0,4066,2050
878,878,0,4095,2049
879,879,0,4050,2050
880,880,0,3791,2049
881,881,0,3390,2049
882,882,0,2877,2049
883,883,0,2297,2049
884,884,0,1696,2049
885,885,0,1124,2049
886,886,0,628,2049
887,887,0,248,2049
888,888,0,15,2049
889,889,0,0,2049
890,890,0,55,2049
891,891,0,325,2049
892,892,0,736,2049
893,893,0,1255,2049
894,894,0,1838,2049
895,895,0,2439,2049
896,896,0,3007,2049
897,897,0,3496,2049
898,898,0,3867,2049
899,899,0,4088,2050
900,900,0,4095,2049
901,901,0,4022,2049
902,902,0,3740,2049
903,903,0,3320,2049
904,904,0,2796,2050
905,905,0,2209,2049
906,906,0,1610,2049
907,907,0,1045,2049
908,908,0,564,2049
909,909,0,204,2049
910,910,0,0,2049
911,911,0,0,2049
912,912,0,85,2049
913,913,0,377,2049
914,914,0,806,2049
915,915,0,1337,2049
916,916,0,1927,2049
917,917,0,2526,2048
918,918,0,3085,2049
919,919,0,3559,2050
920,920,0,3909,2049
921,921,0,4095,2049
922,922,0,4095,2049
923,923,0,3990,2049
924,924,0,3687,2049
925,925,0,3249,2049
926,926,0,2713,2049
927,927,0,2121,2049
928,928,0,1523,2049
929,929,0,969,2049
930,930,0,503,2049
931,931,0,163,2049
932,932,0,0,2049
933,933,0,0,2049
934,934,0,118,2049
935,935,0,432,2049
936,936,0,879,2050
937,937,0,1421,2049
938,938,0,2015,2050
939,939,0,2611,2049
940,940,0,3160,2049
941,941,0,3619,2049
942,942,0,3948,2049
943,943,0,4095,2049
944,944,0,4095,2049
945,945,0,3955,2049
946,946,0,3630,2049
947,947,0,3175,2049
948,948,0,2627,2049
949,949,0,2032,2050
950,950,0,1438,2049
951,951,0,893,2050
952,952,0,444,2049
953,953,0,125,2049
954,954,0,0,2050
955,955,0,0,2048
956,956,0,155,2049
957,957,0,491,2049
958,958,0,953,2049
959,959,0,1506,2049
960,960,0,2103,2049
961,961,0,2696,2049
962,962,0,3235,2049
963,963,0,3677,2049
964,964,0,3984,2050
965,965,0,4095,2049
966,966,0,4095,2049
967,967,0,3917,2050
968,968,0,3571,2049
969,969,0,3100,2049
970,970,0,2542,2049
971,971,0,1944,2049
972,972,0,1353,2049
973,973,0,820,2049
974,974,0,388,2050
975,975,0,92,2049
976,976,0,0,2049
977,977,0,0,2049
978,978,0,195,2049
979,979,0,552,2049
980,980,0,1030,2049
981,981,0,1593,2049
982,982,0,2191,2049
983,983,0,2779,2049
984,984,0,3307,2049
985,985,0,3731,2050
986,986,0,4016,2050
987,987,0,4095,2049
988,988,0,4091,2049
989,989,0,3875,2049
990,990,0,3509,2049
991,991,0,3022,2049
992,992,0,2456,2050
993,993,0,1855,2049
994,994,0,1271,2049
995,995,0,750,2049
996,996,0,335,2050
997,997,0,61,2049
998,998,0,0,2049
999,999,0,11,2049
1000,1000,0,238,2049
1001,1001,0,614,2049
1002,1002,0,1109,2049
1003,1003,0,1679,2049
1004,1004,0,2281,2050
1005,1005,0,2862,2050
1006,1006,0,3376,2049
1007,1007,0,3782,2049
1008,1008,0,4045,2049
1009,1009,0,4095,2049
1010,1010,0,4070,2049
1011,1011,0,3830,2049
1012,1012,0,3444,2050
1013,1013,0,2944,2050
1014,1014,0,2368,2050
1015,1015,0,1767,2049
1016,1016,0,1189,2050
1017,1017,0,681,2049
1018,1018,0,286,2050
1019,1019,0,34,2049
1020,1020,0,0,2049
1021,1021,0,34,2049
1022,1022,0,285,2049
1023,1023,0,681,2049
1024,1024,0,1189,2049
1025,1025,0,1767,2050
1026,1026,0,2367,2049
1027,1027,0,2942,2049
1028,1028,0,3443,2050
1029,1029,0,3830,2049
1030,1030,0,4070,2049
1031,1031,0,4095,2049
1032,1032,0,4045,2049
1033,1033,0,3782,2049
1034,1034,0,3377,2049
1035,1035,0,2862,2049
1036,1036,0,2281,2049
1037,1037,0,1680,2049
1038,1038,0,1109,2049
1039,1039,0,615,2050
1040,1040,0,239,2049
1041,1041,0,10,2049
1042,1042,0,0,2050
1043,1043,0,60,2050
1044,1044,0,334,2049
1045,1045,0,750,2049
1046,1046,0,1270,2050
1047,1047,0,1855,2049
1048,1048,0,2454,2050
1049,1049,0,3021,2049
1050,1050,0,3508,2050
1051,1051,0,3875,2049
1052,1052,0,4091,2049
1053,1053,0,4095,2049
1054,1054,0,4016,2049
1055,1055,0,3731,2049
1056,1056,0,3307,2049
1057,1057,0,2780,2049
1058,1058,0,2193,2049
1059,1059,0,1593,2049
1060,1060,0,1031,2049
1061,1061,0,552,2049
1062,1062,0,195,2049
1063,1063,0,0,2049
1064,1064,0,0,2048
1065,1065,0,91,2049
1066,1066,0,387,2049
1067,1067,0,820,2049
1068,1068,0,1353,2049
1069,1069,0,1943,2049
1070,1070,0,2541,2049
1071,1071,0,3099,2049
1072,1072,0,3570,2049
1073,1073,0,3916,2049
1074,1074,0,4095,2049
1075,1075,0,4095,2049
1076,1076,0,3984,2049
1077,1077,0,3677,2049
1078,1078,0,3235,2049
1079,1079,0,2696,2049
1080,1080,0,2105,2049
1081,1081,0,1507,2049
1082,1082,0,954,2049
1083,1083,0,491,2049
1084,1084,0,156,2050
1085,1085,0,0,2049
1086,1086,0,0,2049
1087,1087,0,125,2049
1088,1088,0,443,2050
1089,1089,0,893,2050
1090,1090,0,1437,2049
1091,1091,0,2032,2049
1092,1092,0,2627,2049
1093,1093,0,3175,2049
1094,1094,0,3630,2049
1095,1095,0,3955,2049
1096,1096,0,4095,2049
1097,1097,0,4095,2050
1098,1098,0,3949,2049
1099,1099,0,3619,2049
1100,1100,0,3161,2049
1101,1101,0,2612,2049
1102,1102,0,2015,2050
1103,1103,0,1422,2049
1104,1104,0,880,2050
1105,1105,0,433,2050
1106,1106,0,119,2049
1107,1107,0,0,2049
1108,1108,0,0,2049
1109,1109,0,162,2049
1110,1110,0,502,2049
1111,1111,0,967,2049
1112,1112,0,1523,2049
1113,1113,0,2120,2050
1114,1114,0,2711,2049
1115,1115,0,3249,2049
1116,1116,0,3686,2049
1117,1117,0,3990,2049
1118,1118,0,4095,2049
1119,1119,0,4095,2049
1120,1120,0,3909,2048
1121,1121,0,3559,2049
1122,1122,0,3085,2049
1123,1123,0,2526,2049
1124,1124,0,1927,2049
1125,1125,0,1338,2049
1126,1126,0,807,2050
1127,1127,0,378,2049
1128,1128,0,86,2049
1129,1129,0,0,2049
1130,1130,0,0,2049
1131,1131,0,203,2049
1132,1132,0,563,2049
1133,1133,0,1045,2049
1134,1134,0,1608,2049
1135,1135,0,2208,2050
1136,1136,0,2795,2049
1137,1137,0,3320,2049
1138,1138,0,3740,2050
1139,1139,0,4022,2049
1140,1140,0,4095,2048
1141,1141,0,4088,2049
1142,1142,0,3866,2050
1143,1143,0,3496,2049
1144,1144,0,3008,2049
1145,1145,0,2439,2049
1146,1146,0,1839,2049
1147,1147,0,1255,2049
1148,1148,0,736,2049
1149,1149,0,326,2050
1150,1150,0,56,2049
1151,1151,0,0,2049
1152,1152,0,14,2050
1153,1153,0,247,2049
1154,1154,0,627,2049
1155,1155,0,1123,2049
1156,1156,0,1696,2049
1157,1157,0,2297,2049
1158,1158,0,2877,2049
1159,1159,0,3389,2049
1160,1160,0,3791,2049
1161,1161,0,4050,2049
